symbol,name,isin,sector,industry,country,exchange
NICK,"Nicholas Financial, Inc.",CA65373J2092,Financial Services,Credit Services,United States,NMS
NIO,NIO Inc.,US62914V1061,Consumer Cyclical,Auto Manufacturers,China,NYQ
NISN,NiSun Intl Enterprise Developme,VGG6593L1067,Financial Services,Credit Services,China,NCM
NIU,Niu Technologies,US65481N1000,Consumer Cyclical,Auto Manufacturers,China,NGM
NKE,"Nike, Inc.",US6541061031,Consumer Cyclical,Footwear & Accessories,United States,NYQ
NKLA,Nikola Corporation,US6541101050,Consumer Cyclical,Auto Manufacturers,United States,NMS
NKSH,"National Bankshares, Inc.",US6348651091,Financial Services,Banks—Regional,United States,NCM
NKTR,Nektar Therapeutics,US6402681083,Healthcare,Biotechnology,United States,NMS
NKTX,"Nkarta, Inc.",US65487U1088,Healthcare,Biotechnology,United States,NMS
NLIT,Northern Lights Acquisition Cor,US66538L1052,Financial Services,Shell Companies,United States,NCM
NLITU,Northern Lights Acquisition Cor,US66538L2043,Financial Services,Shell Companies,United States,NCM
NLOK,NortonLifeLock Inc.,US6687711084,Technology,Software—Infrastructure,United States,NMS
NLSN,Nielsen N.V.,GB00BWFY5505,Industrials,Consulting Services,United States,NYQ
NLSP,NLS Pharmaceutics Ltd.,CH0523961370,Healthcare,Biotechnology,Switzerland,NCM
NLTX,"Neoleukin Therapeutics, Inc.",US64049K1043,Healthcare,Drug Manufacturers—Specialty & Generic,United States,NGM
NLY,Annaly Capital Management Inc,US0357104092,Real Estate,REIT—Mortgage,United States,NYQ
NMFC,New Mountain Finance Corporatio,US6475511001,Financial Services,Asset Management,United States,NGM
NMIH,NMI Holdings Inc,US6292093050,Financial Services,Insurance—Specialty,United States,NGM
NMMC,North Mountain Merger Corp.,US6612041078,Financial Services,Shell Companies,United States,NCM
NMMCU,North Mountain Merger Corp.,US6612042068,Financial Services,Shell Companies,United States,NCM
NMRD,Nemaura Medical Inc.,US6404422080,Healthcare,Medical Devices,United States,NCM
NMRK,"Newmark Group, Inc.",US65158N1028,Real Estate,Real Estate Services,United States,NMS
NMTC,NeuroOne Medical Technologies C,US64130M2098,Healthcare,Medical Devices,United States,NCM
NMTR,"9 Meters Biopharma, Inc.",US6544051096,Healthcare,Biotechnology,United States,NCM
NN,NextNav Inc.,US65345N1063,Communication Services,Internet Content & Information,United States,NCM
NNBR,"NN, Inc.",US6293371067,Industrials,Conglomerates,United States,NMS
NNDM,Nano Dimension Ltd.,US63008G2030,Technology,Computer Hardware,Israel,NCM
NNOX,NANO-X IMAGING LTD,IL0011681371,Healthcare,Medical Devices,Israel,NGM
NOAC,Natural Order Acquisition Corp.,US63889L1070,Financial Services,Shell Companies,United States,NCM
NOACU,Natural Order Acquisition Corp.,US63889L2060,Financial Services,Shell Companies,United States,NCM
NOC,Northrop Grumman Corporation,US6668071029,Industrials,Aerospace & Defense,United States,NYQ
NODK,"NI Holdings, Inc.",US65342T1060,Financial Services,Insurance—Property & Casualty,United States,NCM
NOK,Nokia Corporation Sponsored,US6549022043,Technology,Communication Equipment,Finland,NYQ
NOM,Nuveen Missouri Quality Municip,INE338N01019,Financial Services,Asset Management,United States,NYQ
NOTV,"Inotiv, Inc.",US45783Q1004,Healthcare,Diagnostics & Research,United States,NCM
NOVN,"Novan, Inc.",US66988N2053,Healthcare,Biotechnology,United States,NCM
NOVT,Novanta Inc.,-,Technology,Scientific & Technical Instruments,United States,NMS
NOVV,Nova Vision Acquisition Corp.,VGG6759A1003,Financial Services,Shell Companies,Singapore,NCM
NOVVU,Nova Vision Acquisition Corp.,VGG6759A1268,Financial Services,Shell Companies,Singapore,NCM
NOW,"ServiceNow, Inc.",US81762P1021,Technology,Software—Application,United States,NYQ
NPAB,New Providence Acquisition Corp,-,Financial Services,Shell Companies,United States,NGM
NPABU,New Providence Acquisition Corp,US64823D2018,Financial Services,Shell Companies,United States,NGM
NPABW,New Providence Acquisition Corp. II Warrant,-,Financial Services,Shell Companies,United States,NGM
NPCE,"Neuropace, Inc.",US6412881053,Healthcare,Medical Devices,United States,NGM
NRAC,Noble Rock Acquisition Corporat,KYG6546R1011,Financial Services,Shell Companies,United States,NCM
NRACU,Noble Rock Acquisition Corporat,KYG6546R1276,Financial Services,Shell Companies,United States,NCM
NRBO,"NeuroBo Pharmaceuticals, Inc.",-,Healthcare,Biotechnology,United States,NCM
NRC,National Research Corporation,US6373722023,Healthcare,Diagnostics & Research,United States,NMS
NRDS,"NerdWallet, Inc.",US64082B1026,Financial Services,Credit Services,United States,NGM
NRG,"NRG Energy, Inc.",US6293775085,Utilities,Utilities—Independent Power Producers,United States,NYQ
NRIM,Northrim BanCorp Inc,US6667621097,Financial Services,Banks—Regional,United States,NMS
NRIX,"Nurix Therapeutics, Inc.",US67080M1036,Healthcare,Biotechnology,United States,NGM
NRO,70968,-,Financial Services,Asset Management,United States,NYQ
NRP,Natural Resource Partners LP Li,US63900P6088,Energy,Thermal Coal,United States,NYQ
NRSN,NeuroSense Therapeutics Ltd.,IL0011809592,Healthcare,Biotechnology,Israel,NCM
NRSNW,NEUROSENSE THERAPEUTICS LTD C/W,-,Healthcare,Biotechnology,Israel,NCM
NRXP,"NRX Pharmaceuticals, Inc.",-,Healthcare,Biotechnology,United States,NGM
NSC,Norfolk Southern Corporation,US6558441084,Industrials,Railroads,United States,NYQ
NSEC,"National Security Group, Inc.",US6375461026,Financial Services,Insurance—Property & Casualty,United States,NGM
NSIT,"Insight Enterprises, Inc.",US45765U1034,Technology,Information Technology Services,United States,NMS
NSPR,InspireMD Inc.,US45779A8466,Healthcare,Medical Devices,Israel,NCM
NSSC,"NAPCO Security Technologies, In",US6304021057,Industrials,Security & Protection Services,United States,NMS
NSTG,"NanoString Technologies, Inc.",US63009R1095,Healthcare,Medical Instruments & Supplies,United States,NGM
NSYS,Nortech Systems Incorporated,US6565531042,Technology,Electronic Components,United States,NCM
NTAP,"NetApp, Inc.",US64110D1046,Technology,Computer Hardware,United States,NMS
NTCT,"NetScout Systems, Inc.",US64115T1043,Technology,Software—Infrastructure,United States,NMS
NTES,"NetEase, Inc.",US64110W1027,Communication Services,Electronic Gaming & Multimedia,China,NMS
NTGR,"NETGEAR, Inc.",US64111Q1040,Technology,Communication Equipment,United States,NMS
NTIC,Northern Technologies Internati,US6658091094,Basic Materials,Specialty Chemicals,United States,NGM
NTLA,"Intellia Therapeutics, Inc.",US45826J1051,Healthcare,Biotechnology,United States,NGM
NTNX,"Nutanix, Inc.",US67059N1081,Technology,Software—Infrastructure,United States,NMS
NTPC.NS,NTPC LTD,INE733E01010,Utilities,Utilities—Independent Power Producers,India,NSI
NTR,Nutrien Ltd.,CA67077M1086,Basic Materials,Agricultural Inputs,Canada,NYQ
NTRA,"Natera, Inc.",US6323071042,Healthcare,Diagnostics & Research,United States,NMS
NTRB,Nutriband Inc.,US67092M2089,Healthcare,Biotechnology,United States,NCM
NTRS,Northern Trust Corporation,US6658591044,Financial Services,Asset Management,United States,NMS
NTRSO,Northern Trust Corporation - De,US6658598569,Financial Services,Asset Management,United States,NMS
NTUS,Natus Medical Incorporated,US6390501038,Healthcare,Medical Devices,United States,NMS
NTWK,NETSOL Technologies Inc.,US64115A4022,Technology,Software—Application,United States,NCM
NUAN,"Nuance Communications, Inc.",US67020Y1001,Technology,Software—Application,United States,NMS
NUE,Nucor Corporation,US6703461052,Basic Materials,Steel,United States,NYQ
NURO,"NeuroMetrix, Inc.",US6412558073,Healthcare,Medical Instruments & Supplies,United States,NCM
NUVA,"NuVasive, Inc.",US6707041058,Healthcare,Medical Devices,United States,NMS
NUVL,"Nuvalent, Inc.",US6707031075,Healthcare,Biotechnology,United States,NMS
NUWE,"Nuwellis, Inc.",US67113Y1082,Healthcare,Medical Devices,United States,NCM
NUZE,"NuZee, Inc.",US67073S2086,Consumer Defensive,Packaged Foods,United States,NCM
NVACU,NorthView Acquisition Corporati,-,Financial Services,Shell Companies,United States,NGM
NVAX,"Novavax, Inc.",US6700024010,Healthcare,Biotechnology,United States,NMS
NVCN,Neovasc Inc.,CA64065J3047,Healthcare,Medical Devices,Canada,NCM
NVCR,NovoCure Limited,JE00BYSS4X48,Healthcare,Medical Instruments & Supplies,Jersey,NMS
NVDA,NVIDIA Corporation,US67066G1040,Technology,Semiconductors,United States,NMS
NVEC,NVE Corporation,US6294452064,Technology,Semiconductors,United States,NCM
NVEE,"NV5 Global, Inc.",US62945V1098,Industrials,Engineering & Construction,United States,NCM
NVEI,Nuvei Corporation - Subordinate,CA67079A1021,Technology,Software—Infrastructure,Canada,NMS
NVFY,"Nova Lifestyle, Inc",US66979P2011,Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,NCM
NVG,Nuveen AMT-Free Municipal Credi,CA2372051094,Financial Services,Asset Management,United States,NYQ
NVIV,InVivo Therapeutics Holdings Co,US46186M5067,Healthcare,Biotechnology,United States,NCM
NVMI,Nova Ltd.,IL0010845571,Technology,Semiconductor Equipment & Materials,Israel,NMS
NVNO,enVVeno Medical Corporation,US29415J1060,Healthcare,Medical Devices,United States,NCM
NVOS,"Novo Integrated Sciences, Inc.",US67011T2015,Healthcare,Medical Care Facilities,United States,NCM
NVR,"NVR, Inc.",US62944T1051,Consumer Cyclical,Residential Construction,United States,NYQ
NVSA,New Vista Acquisition Corp,KYG6529L1059,Financial Services,Shell Companies,United States,NCM
NVSAU,New Vista Acquisition Corp,KYG6529L1133,Financial Services,Shell Companies,United States,NCM
NVTS,Navitas Semiconductor Corporati,-,Technology,Semiconductors,Ireland,NGM
NVVE,Nuvve Holding Corp.,US67079Y1001,Consumer Cyclical,Specialty Retail,United States,NCM
NWBI,"Northwest Bancshares, Inc.",US6673401039,Financial Services,Banks—Regional,United States,NMS
NWE,NorthWestern Corporation,US6680743050,Utilities,Utilities—Diversified,United States,NMS
NWFL,Norwood Financial Corp.,US6695491075,Financial Services,Banks—Regional,United States,NGM
NWG,NatWest Group plc,GB00BD0NVK62,Financial Services,Banks—Diversified,United Kingdom,NYQ
NWL,Newell Brands Inc.,US6512291062,Consumer Defensive,Household & Personal Products,United States,NMS
NWLI,"National Western Life Group, In",US6385171029,Financial Services,Insurance—Life,United States,NMS
NWPX,Northwest Pipe Company,US6677461013,Industrials,Metal Fabrication,United States,NMS
NWS,News Corporation,US65249B2088,Communication Services,Broadcasting,United States,NMS
NWSA,News Corporation,US65249B1098,Communication Services,Broadcasting,United States,NMS
NXGL,"NexGel, Inc",-,Healthcare,Medical Instruments & Supplies,United States,NCM
NXGLW,"NexGel, Inc Warrant",-,Healthcare,Medical Instruments & Supplies,United States,NCM
NXGN,"NextGen Healthcare, Inc.",US65343C1027,Healthcare,Health Information Services,United States,NMS
NXPI,NXP Semiconductors N.V.,NL0009538784,Technology,Semiconductors,Netherlands,NMS
NXST,"Nexstar Media Group, Inc.",US65336K1034,Communication Services,Broadcasting,United States,NMS
NXTC,"NextCure, Inc.",US65343E1082,Healthcare,Biotechnology,United States,NMS
NXTD,NXT-ID Inc.,US67091J4040,Industrials,Security & Protection Services,United States,NCM
NXTP,"NextPlay Technologies, Inc.",-,Technology,Information Technology Services,United States,NCM
NYMT,"New York Mortgage Trust, Inc.",US6496045013,Real Estate,REIT—Mortgage,United States,NMS
NYMTL,"New York Mortgage Trust, Inc. -",US6496048652,Real Estate,REIT—Mortgage,United States,NMS
NYMTM,"New York Mortgage Trust, Inc. -",US6496048736,Real Estate,REIT—Mortgage,United States,NMS
NYMTN,"New York Mortgage Trust, Inc. -",US6496048819,Real Estate,REIT—Mortgage,United States,NMS
NYMTZ,"New York Mortgage Trust, Inc. -",US6496048579,Real Estate,REIT—Mortgage,United States,NMS
NYMX,Nymox Pharmaceutical Corporatio,BSP733981026,Healthcare,Biotechnology,Bahamas,NCM
NYXH,Nyxoah SA,BE0974358906,Healthcare,Medical Instruments & Supplies,Belgium,NGM
O,Realty Income Corporation,US7561091049,Real Estate,REIT—Retail,United States,NYQ
OAS,Oasis Petroleum Inc.,US6742152076,Energy,Oil & Gas E&P,United States,NMS
OB,Outbrain Inc.,US69002R1032,Communication Services,Internet Content & Information,United States,NMS
OBAS,Optibase Ltd.,IL0011355166,Real Estate,Real Estate Services,Israel,NGM
OBCI,"Ocean Bio-Chem, Inc.",US6746311066,Industrials,Conglomerates,United States,NCM
OBLG,Oblong Inc.,-,Technology,Software—Application,United States,NCM
OBNK,"Origin Bancorp, Inc.",US68621T1025,Financial Services,Banks—Regional,United States,NMS
OBSV,ObsEva SA,CH0346177709,Healthcare,Biotechnology,Switzerland,NMS
OBT,"Orange County Bancorp, Inc.",US68417L1070,Financial Services,Banks—Regional,United States,NCM
OCAX,OCA Acquisition Corp.,US6708651046,Financial Services,Shell Companies,United States,NCM
OCAXU,OCA Acquisition Corp.,US6708652036,Financial Services,Shell Companies,United States,NCM
OCC,Optical Cable Corporation,US6838272085,Technology,Communication Equipment,United States,NGM
OCCI,"OFS Credit Company, Inc.",-,Financial Services,Asset Management,United States,NCM
OCCIN,"OFS Credit Company, Inc. - 5.25",US67111Q4047,Financial Services,Asset Management,United States,NCM
OCCIO,"OFS Credit Company, Inc. - 6.12",US67111Q3056,Financial Services,Asset Management,United States,NCM
OCDX,Ortho Clinical Diagnostics Hold,GB00BMDNH979,Healthcare,Diagnostics & Research,United States,NMS
OCFC,OceanFirst Financial Corp.,US6752341080,Financial Services,Banks—Regional,United States,NMS
OCFCP,OceanFirst Financial Corp. - De,US6752344050,Financial Services,Banks—Regional,United States,NMS
OCG,Oriental Culture Holding LTD,KYG6796W1078,Consumer Cyclical,Internet Retail,Hong Kong,NCM
OCGN,"Ocugen, Inc.",US67577C1053,Healthcare,Biotechnology,United States,NCM
OCSL,Oaktree Specialty Lending Corpo,-,Financial Services,Credit Services,United States,NMS
OCUL,"Ocular Therapeutix, Inc.",US67576A1007,Healthcare,Biotechnology,United States,NGM
OCUP,"Ocuphire Pharma, Inc.",US67577R1023,Healthcare,Biotechnology,United States,NCM
OCX,OncoCyte Corporation,US68235C1071,Healthcare,Biotechnology,United States,NGM
ODFL,"Old Dominion Freight Line, Inc.",US6795801009,Industrials,Trucking,United States,NMS
ODP,The ODP Corporation,US88337F1057,Consumer Cyclical,Specialty Retail,United States,NMS
OEG,"Orbital Energy Group, Inc.",US68559A1097,Utilities,Utilities—Diversified,United States,NCM
OEPW,One Equity Partners Open Water,US68237L1052,Financial Services,Shell Companies,United States,NCM
OEPWU,One Equity Partners Open Water,US68237L2043,Financial Services,Shell Companies,United States,NCM
OESX,"Orion Energy Systems, Inc.",US6862751087,Industrials,Electrical Equipment & Parts,United States,NCM
OFED,Oconee Federal Financial Corp.,US6756071055,Financial Services,Banks—Regional,United States,NCM
OFIX,Orthofix Medical Inc.,US68752M1080,Healthcare,Medical Devices,United States,NMS
OFLX,"Omega Flex, Inc.",US6820951043,Industrials,Specialty Industrial Machinery,United States,NGM
OFS,OFS Capital Corporation,US67103B1008,Financial Services,Asset Management,United States,NMS
OGI,Organigram Holdings Inc.,CA68620P1018,Healthcare,Drug Manufacturers—Specialty & Generic,Canada,NMS
OGN,Organon & Co.,US68622V1061,Healthcare,Drug Manufacturers—General,United States,NYQ
OHAA,OPY Acquisition Corp. I,-,Financial Services,Shell Companies,United States,NGM
OHAAU,OPY Acquisition Corp. I,US6710052050,Financial Services,Shell Companies,United States,NGM
OHAAW,OPY Acquisition Corp. I Warrant,-,Financial Services,Shell Companies,United States,NGM
OHPA,Orion Acquisition Corp.,US68626A1088,Financial Services,Shell Companies,United States,NCM
OHPAU,Orion Acquisition Corp.,US68626A2078,Financial Services,Shell Companies,United States,NCM
OIIM,O2Micro International Limited,US67107W1009,Technology,Semiconductors,Cayman Islands,NMS
OKE,"ONEOK, Inc.",US6826801036,Energy,Oil & Gas Midstream,United States,NYQ
OKTA,"Okta, Inc.",US6792951054,Technology,Software—Infrastructure,United States,NMS
OLB,"The OLB Group, Inc.",US67086U3077,Technology,Software—Application,United States,NCM
OLED,Universal Display Corporation,US91347P1057,Technology,Semiconductor Equipment & Materials,United States,NMS
OLK,Olink Holding AB (publ),US6807101000,Healthcare,Diagnostics & Research,Sweden,NGM
OLLI,Ollie's Bargain Outlet Holdings,US6811161099,Consumer Defensive,Discount Stores,United States,NGM
OLMA,"Olema Pharmaceuticals, Inc.",US68062P1066,Healthcare,Biotechnology,United States,NMS
OLPX,"Olaplex Holdings, Inc.",US6793691089,Consumer Cyclical,Specialty Retail,United States,NMS
OM,"Outset Medical, Inc.",US6901451079,Healthcare,Medical Devices,United States,NMS
OMAB,Grupo Aeroportuario del Centro,US4005011022,Industrials,Airports & Air Services,Mexico,NMS
OMC,Omnicom Group Inc.,US6819191064,Communication Services,Advertising Agencies,United States,NYQ
OMEG,Omega Alpha SPAC,KYG6749V1077,Financial Services,Shell Companies,United States,NCM
OMER,Omeros Corporation,US6821431029,Healthcare,Biotechnology,United States,NGM
OMEX,"Odyssey Marine Exploration, Inc",US6761182012,Industrials,Specialty Business Services,United States,NCM
OMGA,"Omega Therapeutics, Inc.",US68217N1054,Healthcare,Biotechnology,United States,NMS
OMIC,"Singular Genomics Systems, Inc.",US82933R1005,Healthcare,Medical Instruments & Supplies,United States,NMS
OMP,Oasis Midstream Partners LP,US67420T2069,Energy,Oil & Gas Midstream,United States,NMS
OMQS,OMNIQ Corp.,-,Technology,Software—Application,United States,NCM
ON,ON Semiconductor Corporation,US6821891057,Technology,Semiconductors,United States,NMS
ONB,Old National Bancorp,US6800331075,Financial Services,Banks—Regional,United States,NMS
ONCR,"Oncorus, Inc.",US68236R1032,Healthcare,Biotechnology,United States,NGM
ONCS,OncoSec Medical Incorporated,US68234L3069,Healthcare,Biotechnology,United States,NCM
ONCT,"Oncternal Therapeutics, Inc.",US68236P1075,Healthcare,Biotechnology,United States,NCM
ONCY,Oncolytics Biotech Inc.,CA6823108759,Healthcare,Biotechnology,Canada,NCM
ONDS,Ondas Holdings Inc.,US68236H2040,Technology,Communication Equipment,United States,NCM
ONEM,"1Life Healthcare, Inc.",US68269G1076,Healthcare,Health Information Services,United States,NMS
ONEW,OneWater Marine Inc.,US68280L1017,Consumer Cyclical,Recreational Vehicles,United States,NGM
ONGC.NS,OIL & NATURAL GAS,-,Energy,Oil & Gas Integrated,India,NSI
